Name	MarketCap	IPOyear	Sector	Industry	CapBucket_Label
Invesco Value Municipal Income Trust	717141334.3		n/a	n/a	Small
Investment Technology Group, Inc.	673116337.3		Finance	Investment Bankers/Brokers/Service	Small
Investors Real Estate Trust	745226887.5		Consumer Services	Real Estate Investment Trusts	Small
Invitae Corporation	464396329.8	2015.0	Health Care	Medical Specialities	Small
Invitation Homes Inc.	7161148670.0	2017.0	Finance	Real Estate	Mid
Ion Geophysical Corporation	86156752.5		Energy	Oil & Gas Production	Micro
Iron Mountain Incorporated	10446076636.0		Consumer Services	Real Estate Investment Trusts	Large
IRSA Inversiones Y Representaciones S.A.	1396463798.0		Consumer Services	Homebuilding	Small
Israel Chemicals Shs	5539532196.0	2014.0	Basic Industries	Agricultural Chemicals	Mid
iStar Financial Inc.	830188588.0		Consumer Services	Real Estate Investment Trusts	Small
Ita? CorpBanca	4837119805.0		Finance	Major Banks	Mid
Itau Unibanco Banco Holding SA	83572550896.0		Finance	Major Banks	Large
ITT Inc.	3529680000.0	2011.0	Capital Goods	Fluid Controls	Mid
Ivy High Income Opportunities Fund	257949560.2	2013.0	n/a	n/a	Micro
J P Morgan Chase & Co	3.21317e+11		Finance	Major Banks	Mega
J. Alexander&#39;s Holdings, Inc.	144747483.6	2015.0	Consumer Services	Restaurants	Micro
J. Jill, Inc.	442291713.8	2017.0	Consumer Non-Durables	Apparel	Small
J.C. Penney Company, Inc. Holding Company	1187285603.0		Consumer Services	Department/Specialty Retail Stores	Small
J.M. Smucker Company (The)	11821210236.0		Consumer Non-Durables	Packaged Foods	Large
Jabil Inc.	5542183882.0	1993.0	Technology	Electrical Products	Mid
Jacobs Engineering Group Inc.	6466937485.0		Basic Industries	Military/Government/Technical	Mid
Jagged Peak Energy Inc.	2676538333.0	2017.0	Energy	Oil & Gas Production	Mid
James Hardie Industries plc.	6079959908.0		Capital Goods	Building Materials	Mid
Janus Henderson Group plc	6847877735.0	2017.0	Finance	Investment Managers	Mid
Japan Smaller Capitalization Fund Inc	348223545.0	1990.0	n/a	n/a	Small
JBG SMITH Properties	3908902143.0	2017.0	Consumer Services	Real Estate Investment Trusts	Mid
JELD-WEN Holding, Inc.	3243491653.0	2017.0	Basic Industries	Forest Products	Mid
Jernigan Capital, Inc.	269816732.5	2015.0	Consumer Services	Real Estate Investment Trusts	Micro
JinkoSolar Holding Company Limited	860855401.1	2010.0	Technology	Semiconductors	Small
JMP Group LLC	112943801.0	2007.0	Finance	Investment Bankers/Brokers/Service	Micro
John Bean Technologies Corporation	2784412106.0		Technology	Industrial Machinery/Components	Mid
John Hancock Financial Opportunities Fund	622439394.0	1994.0	n/a	n/a	Small
John Hancock Hedged Equity & Income Fund	214924221.1	2011.0	n/a	n/a	Micro
John Hancock Income Securities Trust	172252992.2		n/a	n/a	Micro
John Hancock Investors Trust	161515313.8		n/a	n/a	Micro
John Hancock Pfd Income Fund II	456417848.0	2002.0	n/a	n/a	Small
John Hancock Preferred Income Fund	562000571.1	2002.0	n/a	n/a	Small
John Hancock Preferred Income Fund III	590489619.5	2003.0	n/a	n/a	Small
John Hancock Premium Dividend Fund	818642964.0		n/a	n/a	Small
John Hancock Tax Advantaged Dividend Income Fund	923547482.1	2004.0	n/a	n/a	Small
John Hancock Tax-Advantaged Global Shareholder Yield Fund	101959938.0		n/a	n/a	Micro
Johnson & Johnson	3.51792e+11		Health Care	Major Pharmaceuticals	Mega
Johnson Controls International plc	36494087388.0		Consumer Services	Other Consumer Services	Large
Jones Energy, Inc.	92614064.64	2013.0	Energy	Oil & Gas Production	Micro
Jones Lang LaSalle Incorporated	5459698867.0		Finance	Real Estate	Mid
Jumei International Holding Limited	458101235.2	2014.0	Consumer Services	Other Specialty Stores	Small
Juniper Networks, Inc.	10511727438.0	1999.0	Technology	Computer Communications Equipment	Large
Jupai Holdings Limited	381629786.9	2015.0	Consumer Services	Other Consumer Services	Small
Just Energy Group, Inc.	824975373.0		Public Utilities	Oil/Gas Transmission	Small
K12 Inc	711463512.6		Consumer Services	Other Consumer Services	Small
Kadant Inc	932065988.7		Technology	Industrial Machinery/Components	Small
Kadmon Holdings, Inc.	131171698.1	2016.0	Health Care	Major Pharmaceuticals	Micro
Kaman Corporation	1363678924.0		Consumer Durables	Industrial Specialties	Small
Kansas City Southern	10830971211.0		Transportation	Railroads	Large
KapStone Paper and Packaging Corporation	2130483902.0		Basic Industries	Paper	Mid
KAR Auction Services, Inc	6139963034.0	2009.0	Consumer Durables	Automotive Aftermarket	Mid
Kayne Anderson Energy Development Company	179817062.4	2006.0	n/a	n/a	Micro
Kayne Anderson Energy Total Return Fund, Inc.	380253693.1	2005.0	n/a	n/a	Small
Kayne Anderson Midstream Energy Fund, Inc	302088470.7	2010.0	n/a	n/a	Small
Kayne Anderson MLP Investment Company	1997609156.0	2004.0	n/a	n/a	Small
KB Financial Group Inc	19784639025.0		Finance	Commercial Banks	Large
KB Home	1810199975.0	1986.0	Capital Goods	Homebuilding	Small
KBR, Inc.	2238081136.0	2006.0	Basic Industries	Military/Government/Technical	Mid
Keane Group, Inc.	1411309441.0	2017.0	Energy	Oilfield Services/Equipment	Small
Kellogg Company	22796146935.0		Consumer Non-Durables	Packaged Foods	Large
Kemet Corporation	1100784005.0		Capital Goods	Electrical Products	Small
Kemper Corporation	2450038080.0		Finance	Property-Casualty Insurers	Mid
Kennametal Inc.	2842107606.0		Capital Goods	Industrial Machinery/Components	Mid
Kennedy-Wilson Holdings Inc.	2164435838.0		Finance	Real Estate	Mid
Kenon Holdings Ltd.	767267259.8	2015.0	Consumer Services	Marine Transportation	Small
Key Energy Services, Inc.	256720813.9	2016.0	Energy	Oilfield Services/Equipment	Micro
KeyCorp	18792784788.0		Finance	Major Banks	Large
Keysight Technologies Inc.	7451791429.0	2014.0	Capital Goods	Industrial Machinery/Components	Mid
Kilroy Realty Corporation	6727181598.0	1997.0	Consumer Services	Real Estate Investment Trusts	Mid
Kimbell Royalty Partners	255688496.0	2017.0	Energy	Oil & Gas Production	Micro
Kimberly-Clark Corporation	43208937699.0		Consumer Durables	Containers/Packaging	Large
Kimco Realty Corporation	8274370216.0		Consumer Services	Real Estate Investment Trusts	Mid
Kinder Morgan, Inc.	42587644821.0	2011.0	Public Utilities	Natural Gas Distribution	Large
Kindred Healthcare, Inc.	678748340.4		Health Care	Hospital/Nursing Management	Small
Kingsway Financial Services, Inc.	137683920.4		Finance	Property-Casualty Insurers	Micro
Kinross Gold Corporation	5449362412.0		Basic Industries	Precious Metals	Mid
Kirby Corporation	3375312500.0		Consumer Services	Marine Transportation	Mid
Kirkland Lake Gold Ltd.	2611770308.0		Basic Industries	Precious Metals	Mid
Kite Realty Group Trust	1681080368.0	2004.0	Consumer Services	Real Estate Investment Trusts	Small
KKR & Co. L.P.	8906181318.0		Finance	Investment Managers	Mid
KKR Income Opportunities Fund	267271734.7	2013.0	n/a	n/a	Micro
KKR Real Estate Finance Trust Inc.	1096258614.0	2017.0	Consumer Services	Real Estate Investment Trusts	Small
KMG Chemicals, Inc.	579263699.3		Basic Industries	Major Chemicals	Small
Knight Transportation, Inc.	3177930716.0		Transportation	Trucking Freight/Courier Services	Mid
Knoll, Inc.	886313213.2	2004.0	Consumer Durables	Office Equipment/Supplies/Services	Small
KNOT Offshore Partners LP	685933571.4	2013.0	Consumer Services	Marine Transportation	Small
Knowles Corporation	1323320525.0	2014.0	Consumer Non-Durables	Consumer Electronics/Appliances	Small
Kohl&#39;s Corporation	6769815719.0	1992.0	Consumer Services	Department/Specialty Retail Stores	Mid
Koninklijke Philips N.V.	35457782800.0		Energy	Consumer Electronics/Appliances	Large
Koppers Holdings Inc.	802849340.7	2006.0	Basic Industries	Forest Products	Small
Korea Electric Power Corporation	25010920440.0	1994.0	Public Utilities	Electric Utilities: Central	Large
Korea Fund, Inc. (The)	235900344.2		n/a	n/a	Micro
Korn/Ferry International	1890632185.0	1999.0	Technology	Diversified Commercial Services	Small
Kosmos Energy Ltd.	2682186672.0	2011.0	Energy	Oil & Gas Production	Mid
Kraton Corporation	1031179755.0	2009.0	Basic Industries	Major Chemicals	Small
Kroger Company (The)	19921089303.0		Consumer Services	Food Chains	Large
Kronos Worldwide Inc	2331950212.0		Basic Industries	Major Chemicals	Mid
KT Corporation	8113460816.0		Public Utilities	Telecommunications Equipment	Mid
Kyocera Corporation	22040595242.0		Technology	Semiconductors	Large
L Brands, Inc.	10343565035.0		Consumer Services	Clothing/Shoe/Accessory Stores	Large
L.S. Starrett Company (The)	51679994.2		Capital Goods	Industrial Machinery/Components	Micro
L3 Technologies, Inc.	14205182240.0		Technology	Radio And Television Broadcasting And Communications Equipment	Large
La Quinta Holdings Inc.	1825380381.0	2014.0	Consumer Services	Hotels/Resorts	Small
Laboratory Corporation of America Holdings	15660912000.0		Health Care	Medical Specialities	Large
Ladder Capital Corp	1505064967.0	2014.0	Consumer Services	Real Estate Investment Trusts	Small
Lamb Weston Holdings, Inc.	6602534494.0	2016.0	Consumer Non-Durables	Packaged Foods	Mid
Landauer, Inc.	597110031.0		Capital Goods	Industrial Machinery/Components	Small
Lannett Co Inc	656203979.2		Health Care	Major Pharmaceuticals	Small
Laredo Petroleum, Inc.	2893088372.0	2011.0	Energy	Oil & Gas Production	Mid
Las Vegas Sands Corp.	47922513371.0	2004.0	Consumer Services	Hotels/Resorts	Large
LaSalle Hotel Properties	3220899779.0	1998.0	Consumer Services	Real Estate Investment Trusts	Mid
LATAM Airlines Group S.A.	7477006855.0		Transportation	Air Freight/Delivery Services	Mid
Latin American Discovery Fund, Inc. (The)	79422713.37		n/a	n/a	Micro
Lazard Global Total Return and Income Fund	157717991.5	2004.0	n/a	n/a	Micro
Lazard Ltd.	5179319814.0	2005.0	Finance	Investment Managers	Mid
Lazard World Dividend & Income Fund, Inc.	76370031.3	2005.0	n/a	n/a	Micro
La-Z-Boy Incorporated	1143288119.0		Consumer Durables	Home Furnishings	Small
LCI Industries 	2477836441.0		Capital Goods	Auto Parts:O.E.M.	Mid
Leaf Group Ltd.	145893757.5		Technology	EDP Services	Micro
Lear Corporation	10033655699.0		Capital Goods	Auto Parts:O.E.M.	Large
Lee Enterprises, Incorporated	121942382.1		Consumer Services	Newspapers/Magazines	Micro
Legg Mason BW Global Income Opportunities Fund Inc.	282942436.6	2012.0	n/a	n/a	Micro
Legg Mason, Inc.	3509977650.0		Finance	Investment Managers	Mid
Leggett & Platt, Incorporated	6095715471.0		Consumer Durables	Home Furnishings	Mid
Leidos Holdings, Inc.	8670329507.0		Technology	EDP Services	Mid
Leju Holdings Limited	229441095.8	2014.0	Finance	Real Estate	Micro
LendingClub Corporation	2525996632.0	2014.0	Miscellaneous	Business Services	Mid
Lennar Corporation	11891250476.0		Basic Industries	Homebuilding	Large
Lennox International, Inc.	6873083591.0	1999.0	Capital Goods	Industrial Machinery/Components	Mid
Leucadia National Corporation	8517593933.0		Consumer Non-Durables	Meat/Poultry/Fish	Mid
Level 3 Communications, Inc.	19802971843.0	2011.0	Public Utilities	Telecommunications Equipment	Large
Lexington Realty Trust	2336432231.0		Consumer Services	Real Estate Investment Trusts	Mid
LG Display Co., Ltd.	9904338576.0	2004.0	Capital Goods	Industrial Machinery/Components	Mid
Liberty All-Star Equity Fund	1062755909.0	1986.0	n/a	n/a	Small
Liberty All-Star Growth Fund, Inc.	130629069.8		n/a	n/a	Micro
Liberty Property Trust	6203527418.0		Consumer Services	Real Estate Investment Trusts	Mid
Life Storage, Inc.	3433718807.0		Consumer Services	Real Estate Investment Trusts	Mid
LightInTheBox Holding Co., Ltd.	183868439.3	2013.0	Consumer Services	Catalog/Specialty Distribution	Micro
Lincoln National Corporation	15015145405.0		Finance	Life Insurance	Large
Lindsay Corporation	917278694.9		Capital Goods	Industrial Machinery/Components	Small
LINE Corporation	7775000274.0	2016.0	Technology	Computer Software: Programming, Data Processing	Mid
Lithia Motors, Inc.	2638920623.0		Consumer Durables	Automotive Aftermarket	Mid
Live Nation Entertainment, Inc.	8138293261.0		Consumer Services	Services-Misc. Amusement & Recreation	Mid
Lloyds Banking Group Plc	58950091537.0		Finance	Commercial Banks	Large
LMP Capital and Income Fund Inc.	253924619.6	2004.0	n/a	n/a	Micro
Lockheed Martin Corporation	88211601950.0		Capital Goods	Military/Government/Technical	Large
Loews Corporation	15692349902.0		Finance	Property-Casualty Insurers	Large
Louisiana-Pacific Corporation	3576489877.0		Basic Industries	Forest Products	Mid
Lowe&#39;s Companies, Inc.	61862670000.0		Consumer Services	RETAIL: Building Materials	Large
Lsb Industries Inc.	173271128.3		Basic Industries	Major Chemicals	Micro
LSC Communications, Inc.	548490827.3	2016.0	Miscellaneous	Publishing	Small
LTC Properties, Inc.	1907775984.0		Consumer Services	Real Estate Investment Trusts	Small
Luby&#39;s, Inc.	76876345.92		Consumer Services	Restaurants	Micro
Lumber Liquidators Holdings, Inc	1054446435.0	2007.0	Consumer Services	RETAIL: Building Materials	Small
Luxfer Holdings PLC	312048000.0	2012.0	Basic Industries	Major Chemicals	Small
Luxoft Holding, Inc.	1659250181.0	2013.0	Technology	EDP Services	Small
Lydall, Inc.	815166875.6		Capital Goods	Auto Parts:O.E.M.	Small
Lyon William Homes	743078544.0	2013.0	Capital Goods	Homebuilding	Small
LyondellBasell Industries NV	35752970442.0		Basic Industries	Major Chemicals	Large
M&T Bank Corporation	22681916486.0		Finance	Major Banks	Large
M.D.C. Holdings, Inc.	1613393951.0		Capital Goods	Homebuilding	Small
M/I Homes, Inc.	610547009.3	1993.0	Capital Goods	Homebuilding	Small
Macerich Company (The)	7519005668.0	1994.0	Consumer Services	Real Estate Investment Trusts	Mid
Mack-Cali Realty Corporation	2062612134.0		Consumer Services	Real Estate Investment Trusts	Mid
Macquarie Global Infrastructure Total Return Fund Inc.	321681959.4	2005.0	n/a	n/a	Small
Macquarie Infrastructure Company	6024010966.0	2004.0	Energy	Oil Refining/Marketing	Mid
Macquarie/First Trust Global	115253091.0	2004.0	n/a	n/a	Micro
Macro Bank Inc.	6965179096.0		Finance	Commercial Banks	Mid
Macy&#39;s Inc	6343963241.0		Consumer Services	Department/Specialty Retail Stores	Mid
Madison Covered Call & Equity Strategy Fund	150101015.2	2004.0	n/a	n/a	Micro
Madison Strategic Sector Premium Fund	67260175.6	2005.0	n/a	n/a	Micro
Magellan Midstream Partners L.P.	15127149045.0		Energy	Natural Gas Distribution	Large
Magna International, Inc.	17265770080.0		Capital Goods	Auto Parts:O.E.M.	Large
MagnaChip Semiconductor Corporation	382916002.5	2011.0	Technology	Semiconductors	Small
Main Street Capital Corporation	2240617676.0	2007.0	n/a	n/a	Mid
MainStay DefinedTerm Municipal Opportunities Fund	556326647.2	2012.0	n/a	n/a	Small
Mallinckrodt plc	3825928096.0	2013.0	Health Care	Major Pharmaceuticals	Mid
Managed Duration Investment Grade Municipal Fund	95567089.23	2003.0	n/a	n/a	Micro
Manchester United Ltd.	2714618351.0	2012.0	Consumer Services	Services-Misc. Amusement & Recreation	Mid
Manitowoc Company, Inc. (The)	1161404932.0		Capital Goods	Construction/Ag Equipment/Trucks	Small
Manning & Napier, Inc.	52781214.5	2011.0	Finance	Investment Managers	Micro
ManpowerGroup	7364809488.0		Technology	Professional Services	Mid
Manulife Financial Corp	38592283089.0		Finance	Life Insurance	Large
Marathon Oil Corporation	9263200574.0		Energy	Oil & Gas Production	Mid
Marathon Petroleum Corporation	26492265436.0		Energy	Integrated oil Companies	Large
Marcus & Millichap, Inc.	991430712.9	2013.0	Finance	Real Estate	Small
Marcus Corporation (The)	692705998.2		Consumer Services	Movies/Entertainment	Small
Marin Software Incorporated	43500166.6	2013.0	Technology	EDP Services	Nano
Marine Products Corporation	533010528.6		Capital Goods	Marine Transportation	Small
MarineMax, Inc.	376206597.2	1998.0	Consumer Services	Other Specialty Stores	Small
Markel Corporation	14497643070.0	1986.0	Finance	Property-Casualty Insurers	Large
Marriot Vacations Worldwide Corporation	3096199327.0		Finance	Real Estate	Mid
Marsh & McLennan Companies, Inc.	39674550729.0		Finance	Specialty Insurers	Large
Martin Marietta Materials, Inc.	13435126577.0	1994.0	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	Large
Masco Corporation	11587254033.0		Basic Industries	Forest Products	Large
Masonite International Corporation	1883462258.0		Basic Industries	Forest Products	Small
MasTec, Inc.	3314213154.0		Basic Industries	Water Supply	Mid
Mastercard Incorporated	1.48369e+11	2006.0	Miscellaneous	Business Services	Large
Matador Resources Company	2304031547.0	2012.0	Energy	Oil & Gas Production	Mid
Materion Corporation	762471469.6		Capital Goods	Industrial Specialties	Small
Matson, Inc.	1090647436.0		Consumer Services	Marine Transportation	Small
Maui Land & Pineapple Company, Inc.	240551728.2		Finance	Real Estate	Micro
Maximus, Inc.	3880490499.0	1997.0	Miscellaneous	Business Services	Mid
MaxLinear, Inc	1431336015.0	2010.0	Technology	Semiconductors	Small
MBIA, Inc.	1275778580.0	1987.0	Finance	Property-Casualty Insurers	Small
McClatchy Company (The)	54350086.29	1988.0	Consumer Services	Newspapers/Magazines	Micro
McCormick & Company, Incorporated	12516281956.0		Consumer Non-Durables	Packaged Foods	Large
McDermott International, Inc.	1709531896.0		Capital Goods	Metal Fabrications	Small
McDonald&#39;s Corporation	1.29219e+11		Consumer Services	Restaurants	Large
McEwen Mining Inc.	780692152.5		Basic Industries	Precious Metals	Small
McKesson Corporation	30845219898.0		Health Care	Other Pharmaceuticals	Large
MDU Resources Group, Inc.	5241969452.0		Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	Mid
Mechel PAO	1134337777.0	2004.0	Basic Industries	Steel/Iron Ore	Small
MedEquities Realty Trust, Inc.	364240035.4	2016.0	Consumer Services	Real Estate Investment Trusts	Small
Medical Properties Trust, Inc.	4707600689.0	2005.0	Consumer Services	Real Estate Investment Trusts	Mid
MEDIFAST INC	662480285.5		Consumer Non-Durables	Packaged Foods	Small
Medley Capital Corporation	332837429.2	2011.0	n/a	n/a	Small
Medley Management Inc.	170934941.6	2014.0	Finance	Investment Managers	Micro
Mednax, Inc	4053415708.0		Health Care	Hospital/Nursing Management	Mid
Medtronic plc	1.08496e+11		Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	Large
Merck & Company, Inc.	1.72151e+11		Health Care	Major Pharmaceuticals	Large
Mercury General Corporation	3153837611.0		Finance	Property-Casualty Insurers	Mid
Meredith Corporation	2459112690.0		Consumer Services	Newspapers/Magazines	Mid
Meritage Corporation	1612811280.0		Capital Goods	Homebuilding	Small
Meritor, Inc.	1742091922.0		Capital Goods	Auto Parts:O.E.M.	Small
Mesa Royalty Trust	25158465.0		Energy	Oil & Gas Production	Nano
Mesabi Trust	199424152.0		Basic Industries	Precious Metals	Micro
Methode Electronics, Inc.	1455869236.0		Capital Goods	Electrical Products	Small
MetLife, Inc.	50018610105.0	2000.0	Finance	Life Insurance	Large
Mettler-Toledo International, Inc.	15359763514.0	1997.0	Capital Goods	Biotechnology: Laboratory Analytical Instruments	Large
Mexico Equity and Income Fund, Inc. (The)	88343586.32		n/a	n/a	Micro
Mexico Fund, Inc. (The)	268096130.4		n/a	n/a	Micro
MFA Financial, Inc.	3455963810.0		Consumer Services	Real Estate Investment Trusts	Mid
MFC Bancorp Ltd.	110714290.4		Finance	Commercial Banks	Micro
MFS Charter Income Trust	429913124.2	1989.0	n/a	n/a	Small
MFS Government Markets Income Trust	161701540.3	1987.0	n/a	n/a	Micro
MFS Intermediate Income Trust	506250498.2	1988.0	n/a	n/a	Small
MFS Multimarket Income Trust	441831169.4	1987.0	n/a	n/a	Small
MFS Municipal Income Trust	295727190.6	1986.0	n/a	n/a	Micro
MFS Special Value Trust	46189101.36		n/a	n/a	Nano
MGIC Investment Corporation	4202168555.0	1991.0	Finance	Property-Casualty Insurers	Mid
MGM Growth Properties LLC	1741688239.0	2016.0	Consumer Services	Real Estate Investment Trusts	Small
MGM Resorts International	18475172276.0		Consumer Services	Hotels/Resorts	Large
Michael Kors Holdings Limited	6378280365.0	2011.0	Consumer Non-Durables	Apparel	Mid
Mid-America Apartment Communities, Inc.	12112856492.0	1994.0	Consumer Services	Real Estate Investment Trusts	Large
MidSouth Bancorp	197689507.3		Finance	Major Banks	Micro
MIDSTATES PETROLEUM COMPANY, INC.	363191980.4	2016.0	Energy	Oil & Gas Production	Small
Milacron Holdings Corp.	1086407686.0	2015.0	Technology	Industrial Machinery/Components	Small
Miller Industries, Inc.	281036155.4		Capital Goods	Construction/Ag Equipment/Trucks	Micro
Miller/Howard High Income Equity Fund	173005120.1	2014.0	n/a	n/a	Micro
Minerals Technologies Inc.	2233684344.0	1992.0	Basic Industries	Major Chemicals	Mid
Mistras Group Inc	520378833.4	2009.0	Consumer Services	Military/Government/Technical	Small
Mitsubishi UFJ Financial Group Inc	84871434382.0		Finance	Commercial Banks	Large
MiX Telematics Limited	214910376.7	2013.0	Technology	Computer Software: Prepackaged Software	Micro
Mizuho Financial Group, Inc.	42996628358.0		Finance	Major Banks	Large
Mobile TeleSystems OJSC	9490739811.0		Public Utilities	Telecommunications Equipment	Mid
Mobileye N.V.	13975450556.0	2014.0	Technology	Computer Software: Prepackaged Software	Large
Model N, Inc.	388391576.7	2013.0	Technology	Computer Software: Programming, Data Processing	Small
Modine Manufacturing Company	806975969.1		Capital Goods	Auto Parts:O.E.M.	Small
Moelis & Company	1300244632.0	2014.0	Finance	Investment Managers	Small
Mohawk Industries, Inc.	18647731700.0		Consumer Durables	Home Furnishings	Large
Molina Healthcare Inc	3593293380.0	2003.0	Health Care	Medical Specialities	Mid
Molson Coors Brewing  Company	14589426898.0		Consumer Non-Durables	Beverages (Production/Distribution)	Large
Monmouth Real Estate Investment Corporation	1206507379.0		Consumer Services	Real Estate Investment Trusts	Small
Monogram Residential Trust, Inc.	1999309479.0		Consumer Services	Real Estate Investment Trusts	Small
Monsanto Company	51348076097.0		Basic Industries	Agricultural Chemicals	Large
Moody&#39;s Corporation	25678040000.0		Finance	Finance: Consumer Services	Large
Morgan Stanley	83858274351.0		Finance	Investment Bankers/Brokers/Service	Large
Morgan Stanley Asia-Pacific Fund, Inc.	236060712.0		n/a	n/a	Micro
Morgan Stanley China A Share Fund Inc.	501741992.5	2006.0	n/a	n/a	Small
Morgan Stanley Emerging Markets Debt Fund, Inc.	213375583.8	1993.0	n/a	n/a	Micro
Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.	550431560.0	2007.0	n/a	n/a	Small
Morgan Stanley Emerging Markets Fund, Inc.	246445593.3	1991.0	n/a	n/a	Micro
Morgan Stanley India Investment Fund, Inc.	501318032.4	1994.0	n/a	n/a	Small
Mosaic Company (The)	6957804043.0		Basic Industries	Agricultural Chemicals	Mid
Motorola Solutions, Inc.	14258210368.0		Technology	Radio And Television Broadcasting And Communications Equipment	Large
Movado Group Inc.	627371826.9		Consumer Non-Durables	Consumer Specialties	Small
MPLX LP	13188708557.0	2012.0	Energy	Natural Gas Distribution	Large
MRC Global Inc.	1477868893.0	2012.0	Capital Goods	Industrial Machinery/Components	Small
MS Income Securities, Inc.	163760130.5		n/a	n/a	Micro
MSA Safety Incorporporated	2726166361.0		Health Care	Industrial Specialties	Mid
MSC Industrial Direct Company, Inc.	3828378980.0	1995.0	Capital Goods	Industrial Machinery/Components	Mid
MSCI Inc	10175780534.0		Miscellaneous	Business Services	Large
MSG Networks Inc.	4969621293.0	2015.0	Consumer Services	Services-Misc. Amusement & Recreation	Mid
MSG Networks Inc.	1580551038.0		Consumer Services	Television Services	Small
Mueller Industries, Inc.	1698272729.0		Capital Goods	Metal Fabrications	Small
MUELLER WATER PRODUCTS	1861825257.0	2006.0	Capital Goods	Metal Fabrications	Small
MuleSoft, Inc.	2794176672.0	2017.0	Technology	Computer Software: Prepackaged Software	Mid
Murphy Oil Corporation	3905324116.0		Energy	Oil & Gas Production	Mid
Murphy USA Inc.	2340852140.0	2013.0	Consumer Durables	Automotive Aftermarket	Mid
MV Oil Trust	57500000.0	2007.0	Energy	Oil & Gas Production	Micro
MVC Capital, Inc.	227368633.0		n/a	n/a	Micro
Myers Industries, Inc.	559719331.5		Consumer Non-Durables	Plastic Products	Small
Myovant Sciences Ltd.	798277216.0	2016.0	Health Care	Major Pharmaceuticals	Small
Nabors Industries Ltd.	1849706547.0		Energy	Oil & Gas Production	Small
NACCO Industries, Inc.	504549640.8		Consumer Durables	Consumer Electronics/Appliances	Small
Nam Tai Property Inc.	384512590.1		Finance	Real Estate	Small
National Bank Holdings Corporation	861617052.0	2012.0	Finance	Major Banks	Small
National Fuel Gas Company	4883333782.0		Public Utilities	Oil/Gas Transmission	Mid
National Grid Transco, PLC	45473719125.0		Public Utilities	Natural Gas Distribution	Large
National Health Investors, Inc.	3262947286.0		Consumer Services	Real Estate Investment Trusts	Mid
National Oilwell Varco, Inc.	11572172873.0		Energy	Metal Fabrications	Large
National Presto Industries, Inc.	686056735.5		Capital Goods	Ordnance And Accessories	Small
National Retail Properties	6139451421.0		Consumer Services	Real Estate Investment Trusts	Mid
National Steel Company	3650687896.0		Capital Goods	Steel/Iron Ore	Mid
National Storage Affiliates Trust	974975737.4	2015.0	Consumer Services	Real Estate Investment Trusts	Small
Nationstar Mortgage Holdings Inc.	1644541649.0	2012.0	Finance	Finance: Consumer Services	Small
Natural Gas Services Group, Inc.	301440557.9	2002.0	Energy	Oilfield Services/Equipment	Small
Natural Grocers by Vitamin Cottage, Inc.	127879106.7	2012.0	Consumer Services	Food Chains	Micro
Natural Resource Partners LP	310081352.1	2002.0	Energy	Coal Mining	Small
Natuzzi, S.p.A.	140961355.0	1993.0	Consumer Durables	Home Furnishings	Micro
Nautilus Group, Inc. (The)	501824709.6		Consumer Non-Durables	Recreational Products/Toys	Small
Navigant Consulting, Inc.	702826208.6		Consumer Services	Professional Services	Small
Navigator Holdings Ltd.	599743774.8	2013.0	Transportation	Marine Transportation	Small
Navios Maritime Acquisition Corporation	188009987.5		Transportation	Marine Transportation	Micro
Navios Maritime Holdings Inc.	187610638.5		Transportation	Marine Transportation	Micro
Navios Maritime Midstream Partners LP	155429841.6	2014.0	n/a	n/a	Micro
Navios Maritime Partners LP	293398189.2	2007.0	Transportation	Marine Transportation	Micro
Navistar International Corporation	3275212241.0		Capital Goods	Auto Manufacturing	Mid
NCI Building Systems, Inc.	1191115666.0		Capital Goods	Metal Fabrications	Small
NCR Corporation	4404375000.0		Miscellaneous	Office Equipment/Supplies/Services	Mid
Neenah Paper, Inc.	1289783750.0		Basic Industries	Paper	Small
Neff Corporation	829848125.0	2014.0	Technology	Diversified Commercial Services	Small
Nelnet, Inc.	1947803004.0	2003.0	Finance	Finance: Consumer Services	Small
NeoPhotonics Corporation	261396465.9	2011.0	Technology	Semiconductors	Micro
Netshoes (Cayman) Limited	355246967.2	2017.0	Consumer Services	Catalog/Specialty Distribution	Small
Nevro Corp.	2540347648.0	2014.0	Health Care	Medical/Dental Instruments	Mid
New America High Income Fund, Inc. (The)	225276369.5	1988.0	n/a	n/a	Micro
New Germany Fund, Inc. (The)	274062423.6	1990.0	n/a	n/a	Micro
New Home Company Inc. (The)	213140549.9	2014.0	Capital Goods	Homebuilding	Micro
New Ireland Fund, Inc. (The)	50589948.82	1990.0	n/a	n/a	Micro
New Media Investment Group Inc.	734151151.2	2014.0	Consumer Services	Newspapers/Magazines	Small
New Mountain Finance Corporation	1067170316.0	2011.0	n/a	n/a	Small
New Oriental Education & Technology Group, Inc.	12486518576.0	2006.0	Consumer Services	Other Consumer Services	Large
New Relic, Inc.	2594963980.0	2014.0	Technology	Computer Software: Prepackaged Software	Mid
New Residential Investment Corp.	5031504628.0		Consumer Services	Real Estate Investment Trusts	Mid
